index,docBlockId,siteName,siteUrl,sourceTitle,historicalState,priority,currentStatus,reviewUrl,publicPageUrl,loginMethod,emailVerification,notes
26,TtDRdSaXuosf3OxhRxtcC29Pnfe,websitehunt.co,https://websitehunt.co,websitehunt.co（）（，等一年）（gsc未收录）,unprocessed,1,,,,,,
27,IAEbdbpoQoMI2CxNKRlcaFgtnXf,Uneed,https://www.uneed.best/tool/autocommentai,"Uneed（, 被拒绝，不接受简单套壳站)（https://www.uneed.best/tool/autocommentai）（gsc未收录）",skip_not_fit,5,,,,,,
28,IotNddpkBok0DhxFQYLc4UYRnIb,AI Tools Neil Patel,,AI Tools Neil Patel（）（gsc未收录）,unprocessed,1,,,,,,
29,Ztlgd5b9LotW0txU8l0cO6nnnqd,Stackshare,,Stackshare（）（gsc未收录）,unprocessed,1,,,,,,
30,RIdCd2fJkozdiLxxZD6cwUhYnoc,SaaSworthy,,"SaaSworthy（, 待收录）（gsc未收录）",submitted_pending,3,,,,,,
31,XC43dCmEMoONDhxaLgXctn4pnPH,sideprojectors.com,https://sideprojectors.com,"sideprojectors.com（, 待审核）（gsc未收录）",submitted_pending,3,,,,,,
32,CLYodU0ZoooRXFxtgwRco7FknJb,FinancesOnline,,FinancesOnline（审核）（先填信息，再填验证码）（gsc未收录）,needs_recheck,2,,,,,,
33,Y6LvdbYw6oHC7ixOVRmcNHR4nNg,sitelike.org,https://sitelike.org,sitelike.org（）（gsc未收录）,unprocessed,1,,,,,,
34,CX5dduTHBol37VxscozcCzCZnub,startupranking.com,https://startupranking.com,startupranking.com（c未收录）,unprocessed,1,,,,,,
35,NuvcdZakxo0joQxckhhcFzDhnhc,submissionwebdirectory.com,https://submissionwebdirectory.com,submissionwebdirectory.com（。这个网站还能提交文章）（gsc未收录）,unprocessed,1,,,,,,
36,BIdPds1MIoPqnUx2hnXc6L1Znqf,promotebusinessdirectory.com,https://promotebusinessdirectory.com,promotebusinessdirectory.com（。可交换链接）（gsc未收录）,skip_backlink,5,,,,,,
37,ZDMedwl6fopgK6xJVAvcGX5QnTz,sitepromotiondirectory.com,https://sitepromotiondirectory.com,"sitepromotiondirectory.com（, 可交换链接）（gsc未收录）",skip_backlink,5,,,,,,
38,V5jfdMRbsoFj0Lxet6Qc02Onnbg,somuch.com,https://somuch.com,somuch.com（）（gsc未收录）,unprocessed,1,,,,,,
39,ADnIdVj1Wo6H3mxcclXcr9q2nVe,marketinginternetdirectory.com,https://marketinginternetdirectory.com,marketinginternetdirectory.com（）（gsc未收录）,unprocessed,1,,,,,,
40,TRsedhGgxoIkdexLKaHcke1Hnvg,siteswebdirectory.com,https://siteswebdirectory.com,siteswebdirectory.com（）（gsc未收录）,unprocessed,1,,,,,,
41,PqJTdl4dmotDY2xrGKRcDq26nmd,https://fivetaco.com/,https://fivetaco.com/（,https://fivetaco.com/（）（gsc未收录）,unprocessed,1,,,,,,
42,SFXudt68hoFKd5x2byac1Tplnwg,startupbase.io,https://startupbase.io,startupbase.io（）（gsc未收录）,unprocessed,1,,,,,,
43,ST0Kd1T2FopZUmx38YeccjLUnwb,techpluto.com,https://techpluto.com,techpluto.com（c未收录）,unprocessed,1,,,,,,
44,NRjqdvOLvoXpYJxijAqcCCaTnHf,futuretools.io,https://futuretools.io,futuretools.io（）（gsc未收录）,unprocessed,1,,,,,,
45,O3pJdazXyo3O6tx0RSQcIhMCnTf,startuptracker.io,https://startuptracker.io,startuptracker.io（）（gsc未收录）,unprocessed,1,,,,,,
46,X9AZd29O8o8ChvxkgcEcoDzSnvd,tinystartups.com,https://tinystartups.com,tinystartups.com（）（gsc未收录）,unprocessed,1,,,,,,
47,WnqedOH5xoRO8fxHukqcKn6bnXg,10015.io,https://10015.io,10015.io（，审核时间3-4个月）（gsc未收录）,submitted_pending,3,,,,,,
48,DTEpdBWm3oHEGwx078vc99iWnLe,insidr.ai,https://insidr.ai,insidr.ai（）（gsc未收录）,unprocessed,1,,,,,,
49,NCQ6drgXoooaWsx7mxjcD7M0nPc,news.bensbites.com,https://news.bensbites.com,news.bensbites.com（sc未收录）,unprocessed,1,,,,,,
50,DJ1xdCyYPoLkZPxvkZ0cxbDGnig,startupbuffer.com,https://startupbuffer.com,startupbuffer.com（）（gsc未收录）,unprocessed,1,,,,,,
51,PagFd68C5oEdeBxslDLcttr5nZc,library.phygital.plus,https://library.phygital.plus,library.phygital.plus（）（gsc未收录）,unprocessed,1,,,,,,
52,XyvEdG0mSo5lsCxTziwcZaBrnyg,toolsfine.com,https://toolsfine.com,toolsfine.com（跳过：必须付费）（gsc未收录）,skip_paid,5,,,,,,
53,HivPdZfRloZ3lFxYwgQcCJsPnqf,dokeyai.com,https://dokeyai.com,dokeyai.com（c未收录）,unprocessed,1,,,,,,
54,BlsGdncBao8LXtxocTXc6HH5nXb,paggu.com,https://paggu.com,paggu.com（）（gsc未收录）,unprocessed,1,,,,,,
55,VZnHda8n9onjQHxlmwIcrUxhnQg,bubbleapps.io,https://bubbleapps.io,bubbleapps.io（，需要放到爬虫易爬取的地方）（gsc未收录）,unprocessed,1,,,,,,
56,Ivb5dCmp4osbbDxdkP4cnJLxnIf,allstartups.info,https://allstartups.info,allstartups.info（）（gsc未收录）,unprocessed,1,,,,,,
57,AEpSdTSG9obZKGxT3GEckKoFnZc,saasaitools.com,https://saasaitools.com,saasaitools.com（）可以作为AutoFormAI的使用示例（gsc未收录）,unprocessed,1,,,,,,
58,NX65dZWFgodWxxxkkS0cj2P2nGe,hub.dailyzaps.com,https://hub.dailyzaps.com,hub.dailyzaps.com（核）,needs_recheck,2,,,,,,
59,RaaSdaIc8o1M7TxjKkPcjKzNnud,tools.robingood.com,https://tools.robingood.com,tools.robingood.com（）（gsc未收录）,unprocessed,1,,,,,,
60,GbcVd4sV3od2edxYIq6crZ8Nn0c,aitoolguru.com,https://aitoolguru.com,aitoolguru.com（）（gsc未收录）,unprocessed,1,,,,,,
61,Vg43dKeiDo8nQ1xmq3FcYht3njq,openfuture.ai,https://openfuture.ai,"openfuture.ai（被block, 已确认）（主页底部：提交工具）（gsc未收录）",unprocessed,1,,,,,,
62,SAOFd7EJHotDSGxZdaAcSUxnnBh,marsx.dev,https://marsx.dev,marsx.dev（）（gsc未收录）,unprocessed,1,,,,,,
63,DO9gdfgSfoYpVDx2ohXcuiCVn7b,saaspo.com,https://saaspo.com,saaspo.com（）（gsc未收录）,unprocessed,1,,,,,,
64,BORvdfEuRoM4pgxsmhOc9xOAnzh,whattheai.tech,https://whattheai.tech,whattheai.tech（，优质）（gsc未收录）,unprocessed,1,,,,,,
65,FV9OdtjoSoX5z2xtuBHczRoHnjd,tipseason.com,https://tipseason.com,tipseason.com（。90天）（gsc未收录）,unprocessed,1,,,,,,
66,SZ28dXPELolebvxRNKkcQZ6qn3c,nextgentools.me,https://nextgentools.me,nextgentools.me（c未收录）,unprocessed,1,,,,,,
67,L6xGdjGVeohyNPxdwnhcnTKhnPc,https://bestofai.com/,https://bestofai.com/（,https://bestofai.com/（）（gsc未收录）,unprocessed,1,,,,,,
68,X1YtdjlpBoYyoOxfBtoc25pnnyB,https://www.lachief.io/,https://www.lachief.io/（，待人工审核,https://www.lachief.io/（，待人工审核）（gsc未收录）,needs_recheck,2,,,,,,
69,NmRFdtTR8osHB4xQA9HcMYpUnlg,https://startupcollections.com/,https://startupcollections.com/（,https://startupcollections.com/（）（gsc未收录）,unprocessed,1,,,,,,
70,JCuDdWUbOoxsLexvjhGcYtrznOe,advanced-innovation.io,https://advanced-innovation.io,advanced-innovation.io（）（gsc未收录）,unprocessed,1,,,,,,
71,Mo1Xdw4HpoFR0PxaaYicYJ3fnBe,https://microlaunch.net/,https://microlaunch.net/（跳过：必须付费,https://microlaunch.net/（跳过：必须付费）（gsc未收录）,skip_paid,5,,,,,,
72,FIZ3dxHmPo4TwLxJotAcSB1fnUf,sites-plus.com,https://sites-plus.com,sites-plus.com（）（gsc未收录）,unprocessed,1,,,,,,
73,LMbodmRDMoIuxAxIOudc4RZOn4b,aitogrow.com,https://aitogrow.com,aitogrow.com（）（gsc未收录）,unprocessed,1,,,,,,
74,I6w4dw90SoiToHxA5aGc7ngHnwg,tools.so,https://tools.so,tools.so（）（gsc未收录）,unprocessed,1,,,,,,
75,QJjAd7sEGoEaiwxbyzjcuxlYnwc,apprater.net,https://apprater.net,apprater.net（）（gsc未收录）,unprocessed,1,,,,,,
76,D8CadvUXMoAOqAxGonFcK7lanNd,payoncealternatives.com,https://payoncealternatives.com,payoncealternatives.com（）（gsc未收录）,unprocessed,1,,,,,,
77,WkdKdNTZ6oEVo0xNUm8cO6CVnvd,https://riseofmachine.com/,https://riseofmachine.com/（,https://riseofmachine.com/（）（gsc未收录）,unprocessed,1,,,,,,
78,Bp0BdSz3yopSvEx6Dtic5D0Snxc,waildworld.com,https://waildworld.com,waildworld.com（）（gsc未收录）,unprocessed,1,,,,,,
79,BW9IdHXzQoRgEYxwQyzcMxtknJg,theaigeneration.com,https://theaigeneration.com,theaigeneration.com（）（gsc未收录）,unprocessed,1,,,,,,
80,TnA4dgQQNoTp9yxCuNRcqi30nbh,aitoolsdirectory.com,https://aitoolsdirectory.com,aitoolsdirectory.com（）（gsc未收录）,unprocessed,1,,,,,,
81,UvBTdS3lDoTrVPxVEp5cWq61nvc,https://toolscout.ai,https://toolscout.ai（,https://toolscout.ai（）（gsc未收录）,unprocessed,1,,,,,,
82,EZLJd2GFtojZsYxdVj7cXJO4nLg,toolai.io,https://toolai.io,toolai.io（）（gsc未收录）,unprocessed,1,,,,,,
83,WMZZd8IF7o6T5txy78dcS8yjnSc,every-ai.com,https://every-ai.com,every-ai.com（）（gsc未收录）,unprocessed,1,,,,,,
84,Dd5TdzRQloEaTmxtSe3cKKjJnsR,humanornot.co,https://humanornot.co,humanornot.co（）（gsc未收录）,unprocessed,1,,,,,,
85,AP02dxeK4oL6xbxM55OcJkqEn4e,toolsummary.com,https://toolsummary.com,toolsummary.com（）（gsc未收录）,unprocessed,1,,,,,,
86,LJU6dXdFIoPUR8xMp5gc6JhmneG,aitoolsup.com,https://aitoolsup.com,aitoolsup.com（）（gsc未收录）,unprocessed,1,,,,,,
87,FEO0dbNdpoBSVoxEHx1cBzrzny4,foundr.ai,https://foundr.ai,foundr.ai（）（提交后要补充产品细节）（gsc未收录）,unprocessed,1,,,,,,
88,Sudwd2QhfoiOobxoR9BcqOY2nSd,bbb.org,https://bbb.org,bbb.org（）（gsc未收录）,unprocessed,1,,,,,,
89,Io1wduTnwoN3MMxI5eCch2WKnce,genai.works,https://genai.works,genai.works（付费，已确认）（gsc未收录）,skip_paid,5,,,,,,
90,OTR6dPXwhoW1F9x3TNCcxWccnne,bestofai.com,https://bestofai.com,bestofai.com（）（gsc未收录）,unprocessed,1,,,,,,
91,QBXZdN7tVonefZxcTHWcvunjn0g,saasreviews.tech,https://saasreviews.tech,saasreviews.tech（成功，已生成公开产品页。如果要提交，必须要用网站域名邮箱注册）（gsc未收录）,completed_public_page,4,,,,,,
92,YTiida9rnogOo8xlESKco1uyngY,inc42.com,https://inc42.com,inc42.com（）（gsc未收录）,unprocessed,1,,,,,,
93,LH3udapkcoyJfpxAP6kc5YQDnHh,rundown.ai,https://rundown.ai,rundown.ai（）（gsc未收录）,unprocessed,1,,,,,,
94,HTy7dlf1VoECW5xWYbEcmB2vnmc,aiagentsdirectory.com,https://aiagentsdirectory.com,aiagentsdirectory.com（sc未收录）,unprocessed,1,,,,,,
95,Qesed4dZlo1ZkQxuIcgcINQLnt2,dang.ai,https://dang.ai,"dang.ai（, 要通过邮件补充信息）（gsc未收录）",unprocessed,1,,,,,,
96,XJafdbJu1omamdxcMumcIzu6nhc,webrazzi.com,https://webrazzi.com,webrazzi.com（）（gsc未收录）,unprocessed,1,,,,,,
97,NGRYdH7mMoLcdsxAfYYccrpnnme,geekwire.com,https://geekwire.com,geekwire.com（）（gsc未收录）,unprocessed,1,,,,,,
98,S9TNdREayoc5ocxwHgUcpkyCnnf,soverin.ai,https://soverin.ai,soverin.ai（）（gsc未收录）,unprocessed,1,,,,,,
99,GSFvdEZwqoHcHtxlvHVctiz4nrb,devhunt.org,https://devhunt.org,"devhunt.org（跳过：必须付费, 已确认）（gsc未收录）",skip_paid,5,,,,,,
100,NVZXd757ho7jVXxVLaqcZ0ZrnEh,aitools.inc,https://aitools.inc,aitools.inc（c未收录）,unprocessed,1,,,,,,
101,VD8ydykjsocPJUxeyfecAVlxn1d,startupstash.com,https://startupstash.com,startupstash.com（）（gsc未收录）,unprocessed,1,,,,,,
102,WH8udmBgDoUBntxr6YgczXjZnae,aitoolmall.com,https://aitoolmall.com,aitoolmall.com（已发邮件，待回复/待审核）（gsc未收录）,submitted_pending,3,,,,,,
103,SjkndFQBoo1Z59x7TqZcTthlnoc,oecd.ai,https://oecd.ai,oecd.ai（）（gsc未收录）,unprocessed,1,,,,,,
104,NhAfdvUoxo6Zcyx5EYPcnBqDn7e,allgpts.co,https://allgpts.co,allgpts.co（）（gsc未收录）,unprocessed,1,,,,,,
105,BV9Rd0NwToOQVpxIiKmcfr3pnxf,toolsforhumans.ai,https://toolsforhumans.ai,toolsforhumans.ai（）（gsc未收录）,unprocessed,1,,,,,,
106,TBtZdCXJmoSduuxx2g9cpTvBn9c,future-pedia.com,https://future-pedia.com,"future-pedia.com（, 立即收录）（gsc未收录）",unprocessed,1,,,,,,
107,VFVuduVgtoZldixaUoUctjAYnob,crowdreviews.com,https://crowdreviews.com,crowdreviews.com（成功，已生成公开产品页）（gsc未收录）,completed_public_page,4,,,,,,
108,Iq75dCHAYoNwKoxgD3wcm4YFnvh,aihustle.tools,https://aihustle.tools,aihustle.tools（）（gsc未收录）,unprocessed,1,,,,,,
109,A74ddm1hEoqMVexHTLdcJdqCnde,library.phygital.plus,https://library.phygital.plus,library.phygital.plus（）（gsc未收录）,unprocessed,1,,,,,,
110,GcsJdlyIqoKULsx4rgkcQ6gXn11,indiehackers.com,https://indiehackers.com,indiehackers.com（成功）（gsc未收录）,unprocessed,1,,,,,,
111,T6qSdk78Ioy0PtxG7p8c44c5ngd,land-book.com,https://land-book.com,land-book.com（）（gsc未收录）,unprocessed,1,,,,,,
112,BniGdn8eWovMocx37e1cVZpNnrf,aitoolgo.com,https://aitoolgo.com,aitoolgo.com（）（gsc未收录）,unprocessed,1,,,,,,
113,UCH6dot55oSYBzxU6kzcJsgynte,bestfreeaiwebsites.com,https://bestfreeaiwebsites.com,bestfreeaiwebsites.com（）（gsc未收录）,unprocessed,1,,,,,,
114,T5q3dmWpboLdb7xDoktcSeDJnHc,theainavigator.com,https://theainavigator.com,theainavigator.com（）（gsc未收录）,unprocessed,1,,,,,,
115,El0Wdee6Xox7Z3x7IJLc5YwYnXg,aieducator.tools,https://aieducator.tools,aieducator.tools（）（gsc未收录）,unprocessed,1,,,,,,
116,R9erdCPERoCgF1xAmldcZL9Ynxh,productburst.com,https://productburst.com,productburst.com（无免费槽位）（gsc未收录）,skip_paid,5,,,,,,
117,TgSedUsazoFeaexAZIjcVPsPnSh,brouseai.com,https://brouseai.com,"brouseai.com（跳过：必须付费, 已确认）（gsc未收录）",skip_paid,5,,,,,,
118,JtMkdTUDEoEq0XxfhivchwQRndh,listedai.co,https://listedai.co,listedai.co（c未收录）,unprocessed,1,,,,,,
119,G4pgdpBDRozDgFxc1ANcYh51nIg,humanornot.co,https://humanornot.co,humanornot.co（）（gsc未收录）,unprocessed,1,,,,,,
120,GUyfdOIwLoO3i3xJxtcc4pvDnNf,tools.aipowerlab.io,https://tools.aipowerlab.io,tools.aipowerlab.io（）（gsc未收录）,unprocessed,1,,,,,,
121,X5w1dnxSMoj1CwxcfQOc5OZrn9e,taalk.com,https://taalk.com,taalk.com（）（gsc未收录）,unprocessed,1,,,,,,
122,QEGldpBi3oeVQOxgLKBcK6rsn7b,spacebandits.io,https://spacebandits.io,spacebandits.io（）（gsc未收录）,unprocessed,1,,,,,,
123,VlyWd1QoGoIifJx9R4Jc0DZFnLf,https://webdesignernews.com/,https://webdesignernews.com/（,https://webdesignernews.com/（）（gsc未收录）,unprocessed,1,,,,,,
124,G0smdQuFnoDTBkxBj1yc5XoCnHb,aidepot.co,https://aidepot.co,aidepot.co（）（gsc未收录）,unprocessed,1,,,,,,
125,PeaAdyZ6Fo0j7wxz00qcUJUjn3e,aitoolslist.io,https://aitoolslist.io,aitoolslist.io（c未收录）,unprocessed,1,,,,,,
126,HdvIdfpeto23BXx0uyyctr3Bntx,dirs.cc,https://dirs.cc,dirs.cc（）（gsc未收录）,unprocessed,1,,,,,,
127,MsPQdjGaqoZyqRxCFrfcjKfmn7g,goodaitools.com,https://goodaitools.com,goodaitools.com（，提前准备好互链）（gsc未收录）,skip_backlink,5,,,,,,
128,Z4cBdgR7EoSDHvx9yvVcbcoqnQf,aiexplorer.io,https://aiexplorer.io,aiexplorer.io（）（gsc未收录）,unprocessed,1,,,,,,
129,T1cxdwZnfodvpyxS1qRc7pEknKh,noisedh.cn,https://noisedh.cn,noisedh.cn（）（gsc未收录）,unprocessed,1,,,,,,
130,Riald62vfoEVbsxp33kcMSZXnxb,justcall.io,https://justcall.io,justcall.io（）（gsc未收录）,unprocessed,1,,,,,,
131,Fdo6dl7DLoWE7sx0118c34Ifnmf,aigcsoft.site,https://aigcsoft.site,aigcsoft.site（）（gsc未收录）,unprocessed,1,,,,,,
132,KwQVdZm77oj0afxv8kVc9fFDnvd,bestofai.com,https://bestofai.com,bestofai.com（）（gsc未收录）,unprocessed,1,,,,,,
133,ETBxd9Fo9o8TX5xuKpMcgD8Zntb,theaireport.ai,https://theaireport.ai,theaireport.ai（）（gsc未收录）,unprocessed,1,,,,,,
134,KL3pd5JYkoAtwKxbNLlcIkAmnWD,listedai.co,https://listedai.co,listedai.co（）（gsc未收录）,unprocessed,1,,,,,,
135,Vj6Wdb4EaoYyFPxgOC0cXpjAnCc,ai138.com,https://ai138.com,ai138.com（）（gsc未收录）,unprocessed,1,,,,,,
136,H9N0duCzQos4wpxFvE6cBk03noe,best-ai-tools.org,https://best-ai-tools.org,best-ai-tools.org（）（gsc未收录）,unprocessed,1,,,,,,
137,PRtidjMsqoEvd1xCiRbcApptnIc,best-ai.org,https://best-ai.org,best-ai.org（）,unprocessed,1,,,,,,
138,XxUAd7eZ3oVedSxKQYFcZ9UJnUd,agentlocker.ai,https://agentlocker.ai,agentlocker.ai（）（gsc未收录）,unprocessed,1,,,,,,
139,QxlDdSqHFoGNr7xyft0cBr3CnHe,ai1111.cn,https://ai1111.cn,ai1111.cn（）（gsc未收录）,unprocessed,1,,,,,,
140,HHM6ds2SooDrJyx2OXic1LwEnWf,anyai.tools,https://anyai.tools,anyai.tools（核）（gsc未收录）,needs_recheck,2,,,,,,
141,GOymdAuvzoC4uHxXltNcyagenub,demo.direasy.com,https://demo.direasy.com,demo.direasy.com（，已生成产品页（排期中））（gsc未收录）,completed_public_page,4,,,,,,
142,Gyykd4iwCosIdvxGpCdcaOtKnSh,sharefast.co,https://sharefast.co,sharefast.co（）（gsc未收录）,unprocessed,1,,,,,,
143,Wjtidgil4oXeJhxi1yHc2DfZnNg,thejoai.com,https://thejoai.com,thejoai.com（）（gsc未收录）,unprocessed,1,,,,,,
144,Kq7LdLC0ioyaXnxG47mchTvEnDd,navgood.com,https://navgood.com,navgood.com（）（gsc未收录）,unprocessed,1,,,,,,
145,JQZSddcCRozzrOxIGJNceAE3nLh,sundaebar.ai,https://sundaebar.ai,sundaebar.ai（）（gsc未收录）,unprocessed,1,,,,,,
